date,4001430,4001440,4001450,4003420,4007450,4007470,4007472,4007474,4009460,9000140,9000233,9000234
2014093001 ,0,0,0,0,0,0,0,0,1,0,0,0
2014093002 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093003 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093004 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093005 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093006 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093007 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093008 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093009 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093010 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093011 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093012 ,0,0,0,0,0,0,0,0,0,0,1,0
2014093013 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093014 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093015 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093016 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093017 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093018 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093019 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093020 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093021 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093022 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093023 ,0,0,0,0,0,0,0,0,0,0,0,0
2014093024 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100101 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100102 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100103 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100104 ,0,0,1,0,0,0,0,0,0,0,0,0
2014100105 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100106 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100107 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100108 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100109 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100110 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100111 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100112 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100113 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100114 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100115 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100116 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100117 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100118 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100119 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100120 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100121 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100122 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100123 ,0,0,1,0,0,0,0,0,0,0,0,0
2014100124 ,0,0,1,0,0,0,0,0,0,0,0,0
2014100201 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100202 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100203 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100204 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100205 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100206 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100207 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100208 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100209 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100210 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100211 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100212 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100213 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100214 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100215 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100216 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100217 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100218 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100219 ,0,0,1,1,0,0,0,0,0,0,0,0
2014100220 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100221 ,0,0,0,0,0,0,0,0,0,0,0,1
2014100222 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100223 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100224 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100301 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100302 ,0,1,0,0,0,0,0,0,0,0,0,0
2014100303 ,0,0,0,1,0,0,0,0,0,0,0,0
2014100304 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100305 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100306 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100307 ,0,0,0,0,0,0,0,0,0,0,0,0
2014100308 ,0,0,0,0,0,0,0,0,0,0,0,0
